2 0.09699018395822355 0.09689163930466746
3 0.034793627788108517 0.04321929955076238
4 0.014982950374234208 0.01690983896685342
5 0.007447804172847094 0.008541436257766733
6 0.004660212166693162 0.003501090284012177
7 0.0030759014284376927 0.0014651301330069959
8 0.0025041694858566788 6.322130195313394E-4
9 0.0019737340638104595 2.567464113303052E-4
10 0.0018701884345204318 1.031219901952675E-4
11 0.0019143742912071313 4.5387684316329416E-5
12 0.0021306945433836435 1.843270133177754E-5
13 0.002030773156994734 7.238317915064071E-6
14 0.0030920389999093936 3.1221311685048707E-6
15 0.0038481403435958747 1.394563132742264E-6
16 0.005216299773032213 6.446597203785142E-7
17 0.009078260891217417 2.2587692122998986E-7
18 0.012305423167621652 8.250667900574464E-8
19 0.0244025628870603 3.9239626849483254E-8
20 0.04504356285083601 1.4830340403622233E-8
21 0.06822744719022147 5.468024936332045E-9
22 0.15544189840771327 2.8584176270361644E-9
23 0.2519127271762059 1.3734012293953907E-9
24 0.5991524536335504 7.632326170882606E-10
25 1.0912147729170782 1.4391474286512655E-10
26 3.700267196517832 8.030112387474053E-11
27 6.112958254579744 2.0004691495274695E-11
28 15.989049812430553 9.706727400445647E-12
29 37.87778724934048 2.753981524817458E-12
30 96.83601083363439 1.336220741823738E-12
31 230.89841886045866 7.606405109358056E-13
32 744.4706029591886 2.765452446668458E-13
33 2133.972678755064 8.913396100670149E-14
34 6093.652352831574 7.547171219223993E-14
35 16200.876319046896 1.9276258906949166E-14
36 59531.73358538547 4.3782155978206396E-15
37 182943.9862977362 1.7023879008455917E-15
38 565615.1216703865 1.821267000445801E-15
39 1918040.1279787628 2.5961831776387567E-16
40 6938107.428153638 9.681405816414668E-16
41 2.4478165323615104E7 2.879819787364496E-17
42 9.499800316379945E7 3.5398309226081854E-17
43 3.497967087242319E8 3.3190162156923545E-18
44 1.4028774838825028E9 3.973814171167457E-18
45 3.935697684877382E9 1.6286936503433205E-18
46 1.5160800541799011E10 1.2929344630036892E-19
47 6.452489925452004E10 1.907860881124399E-19
48 2.690687951870113E11 2.997422201292199E-20
49 1.216169211206882E12 2.6810705747446753E-20
50 4.3000894528163804E12 6.741353256552961E-21
